tweet,brand,brand_name
is about to finish Fresh Prince of Bel Air.. Will miss the series ,0,
"@diabetesalic I don't use Gmail, but my Google reader doesn't seem to be working.  ",1,google
@Joe_College We tied up early in the game - then it was tied for ELEVEN innings.  Finally our pitchers tired out and walked a run in ,0,
Damn Microsoft press event hasn't started yet and my plane is boarding early... ,1,microsoft
So sick to my stomach. Yuk. ,0,
Rlly pissed that utsa fucked up my comp more than helping it. Can't facebook all class period now ,1,facebook
@vickyjones91 http://twitpic.com/6eoo9 - it makes me a little sick  i feel like giving up,0,
Never stay at the kawada. Our internet is down. Microsoft press conference? We're fucking missing it. ,1,microsoft
@Complexity_ WTF! I also had a bad dream!  K text YAY!,0,
I want an chocolate chip muffin or an strawberry frosted.   Donkin' Donuts &amp; Starbucks &lt;-- I miss it. ,1,starbucks
"@NatashaRobinson @cbradmorris Hey guys, what are your phone #s? BTW - I'll be staying at Grand Hyatt again &amp; forgot my DS charger  ",0,
So much for the Google iPhone app voice search! Wanted tzatziki recipe any got 'sexy USB' results ,1,google
@Ms_Cute well atleast you get twitters back  im not guna twitter anymore !! If ya love me tell me then ill think about coming back ,0,
"Woo, finally got on the Gamespot Microsoft E3 Conference Live Stream! Gametrailers also looks to be coming online. Missed Rockband tho ",1,microsoft
"@librariansti still haven't seen coraline yet. yeah, mulan was always my fave growing up. but even then you get &quot;make a man out of you&quot; ",0,
New google app coming (new terms to learn  http://bit.ly/AlcZH,1,google
"Evidently, the longer i am away from work, the longer an AV scan takes to run...going on 4 hours now... ",0,
Facebook hates jay at the mo ,1,facebook
@dreamshard double sadness ,0,
@robbiee they have a black pair with the hot pink nike online for men.  ,1,nike
I wanna give out my condolences to the family of those people who were presumed dead from the disappearance of an AIR FRANCE plane ,0,
"How did microsoft manage to pull off the exclusive reveal of ffxiii gameplay?! #e3expo also, my stream keeps dying ",1,microsoft
Been a boring day so far... ,0,
billbob says  I received my $10 amazon GC today!!im on my wii so i cant post up a pic ,1,amazon
Mom just tried to cosign for a loan for me for school. I need an additional 16k in order to do it.  We were denied. I think I'm gonna cry.,0,
@analovesme yum mcdonalds  cant give in 2 temptation,1,mcdonalds
Shaiya rocks!  Too bad the servers were down almost all day Saturday.  Looking forward to playing tonight.,0,
@chrispowell said part I rank better in bing for my keywords then I do in Google ,1,google
http://twitpic.com/6ew4i - I hate my job  hour 2 of sorting FML,0,
"yay amazon package!  boo, its something i bought myself, not the gift i was waiting on ",1,amazon
@kirstiealley What is interesting is a lot of OUR water isn't clean either.  I have to truck mine in too. ,0,
Sony vegas is soo low  but still love it ^^,1,sony
@ratvision yeah true. but the pinhole thing was my fault anyway! i'm dreading thursday ,0,
"@rothorsekid Hmm, nope! Never heard of it. Google search does not turn up anything too ",1,google
U guys ever been to NY?? I have not...  #newyork,0,
"accidently published a post on canvas accessibility that I am 1/2 way through writing, noticed when it appeared in my google reader ",1,google
ahhh i need a yearbook! ,0,
@bwana any awesome games must get this year? I miss half of microsoft keynote. sighs ,1,microsoft
At school...ready to leave...I'm hungry...tired...and hot! ,0,
I wish i had my laptop with me.. I really need to check my facebook ,1,facebook
"Working till 9pm and super bored  ughhh I hate slow days, they are pointless to be here.",0,
Dammit! Now I have to go to work!   stop over to McDonalds for Ice Coffee!! Yeeeeeah!,1,mcdonalds
Back to school for me!  ,0,
Ava has reached another milestone: i no longer have to help her crawl through the mcdonalds playplace. I am happy &amp; sad ,1,mcdonalds
My sunburn huuuuuurts ,0,
facebook account has been disabled ,1,facebook
"@kaffrin91 Ugh, Kathryn, he was so pretty. I wanted to pet him.  MAYBE SOMEDAY.",0,
"what a let down, Google wave isn't an online Mexican Wave at all ",1,google
@chapperscounts yup but we are both feeling really down now.. ,0,
"@Eyglo its actually worse than a facebook app, coz it sends innumerable dm to followers. ",1,facebook
"@insideview Installed it Friday.  It is ok, but lacks an estimated 75% of my mid-market &quot;accounts&quot;.  ",0,
"@el_gray Well, I'm off to Super Target to stimulate the economy then. Would have been my first via-Twitter transaction ",1,target
@Jughead_Jones I don't know what's wrong but I hope everything turns out to be ok. ,0,
@Lanecat2 Hmmm...I'd heard Target was cutting back on the numberof titles on their shelves. ,1,target
yay homework rocks........ ok im lying ,0,
Facebook is old.  Twitter is where the cool kids are. #XboxE3,1,facebook
Guilty consious' are not fun ,0,
@FeliciaDay! Yay! Shame about the Facebook integration. Not a fan. ,1,facebook
ever get the feeling someone's peeking while you are home alone working on the computer. I'm kinda getting it right now...  ,0,
@FeliciaDay! Yay! Shame about the Facebook integration. Not a fan.  #xboxe3,1,facebook
It has NOT been a good &quot;Friday&quot; morning. ,0,
"hollyyy shit Xbox360 on last fm, facebook and twitter!!! Social media geeeeeeeeek is in loveee...please follow suit sony ",1,facebook
Ack twitter on xbl too! I want to escape! It's everywhere! ,0,
@loopytoo I want Facebook but I'm not allowed ,1,facebook
@katyperry I'm watching Ting Tings via Livestream now. Sounds great! Too bad we couldn't watch your show ,0,
"augghhh where's there an apple store in nyc, my clickpad is fucked up ",1,apple
there is a giant bowl of fried chicken next to me and I can't eat any of it ,0,
#XboxE3 Xbox Live hmm...I might have to dust off my Facebook account. ;) Also ace for having twitter integrated. Where's Myspace? ,1,facebook
my phone contract ends in a week - i want an iphone but i don't know if i can afford spending so much on a phone  DO I ANYWAY?,0,
Sony have just won ,1,sony
I just had to discuss the most personal details of my life over the phone with someone I have never met. I think I will go vomit now. ,0,
@NerdyNerak I have to go to Cheyenne or Scottsbluff for Target . Either one is about one hour and thirty minutes away. ,1,target
Nvm producer is sick  can't record,0,
Microsoft Press Conference Sucks. Have to wait till tomorrow for Sony ,1,microsoft
"#E3 you people are lucky to watch it, I'm stuck at work ",0,
Crossing the Delaware Memorial Bridge...again...in the same direction. We made a loop.  darn tricky google maps for interstate changes.,1,google
Apparently you dont have time for ur fans!!!!!!!!!! ,0,
slave labor is alive and well at google (http://bit.ly/workinggoats); these goats don't even get options. ,1,google
"@ismaelburciaga bro, u haven't answered my question I left u on FB.  so that means i'm still crying on the insdie.",0,
is glad to know she's not as awesome as all this Microsoft Conference hooplah.  FML.,1,microsoft
"#twibble sucks, constant error messages  &quot;Invalid uname/pwd&quot; is the latest even though they're both correct.",0,
is having trouble uploading photos to facebook today. ,1,facebook
@Kelly_Lee_ Why didn't they? I'm sorry ,0,
great conference but no mass effect 2  nintendo and sony have to pull out something incredible to top that #e3,1,sony
i hate not being able to tweet whenever i want to! i really need to get my laptop fixed! ,0,
"@graemeyorkston We are currently encoding the Microsoft Press Conference. Check back soon for the replay.  damn you, internets!",1,microsoft
 i miss you,0,
@katerinafiore I kept missing you on Facebook ,1,facebook
"i'm feeling f***ing down right now, with i dunnoe the reason why...or should i say with dunnoe the real reason why... ",0,
"Ubiquity is cross platform, sorry about that. Currently only works with google stuff  Hope it will work with Mail soon.",1,google
"@gscottoliver Dunno, but I'll put in a suggestion card at Central Market. They take the lining right off my mouth ",0,
@masseffect2 Why nothing at Microsoft Press conference? Too early I guess? Too bad. ,1,microsoft
@CuzImSOOOCool None of your music links worked 4 me  I dunno if its just my comp or if its not working 4 everybody. Wanted 2 let u know.,0,
@motelbedtrash I don't doubt it  I was hoping dark night ! Ima google it right now,1,google
@haveringdh right on time - then have a call at 6 ,0,
@Hecate527 i wanted to click the like button at your last post but i realized this isnt facebook ,1,facebook
Already off work and drinking a beer! Wait no I'm not ,0,
I really sad.  The Gucci Spring/Summer sale starts today and I am broke.      www.gucci.com,1,gucci
"@MarieElaineG : i'm sorry, i would not steam on you ",0,
@citycynic  they also blocked Facebook again too ,1,facebook
@v3trae haha noooo I love it. I don't love driving home all night though ,0,
Facebook wont work! ,1,facebook
"@faris wait, no, ignore me... i can't tomorrow ",0,
Went to starbucks for a bagel walked out without one... They sold out ,1,starbucks
"@AnnieHeartMuzic I know right  i dont know why twitter is messin up tho.i really hate this background,but it cant changed fo sum reason",0,
"is workin off that fat ass makin pizza  its all gd though, will hit ma target",1,target
Watching 'Day Of The Dead'. It's not a George A. Romero film ,0,
"is workin off that fat ass makin pizza  its all gd though, will hit ma target",1,target
Going to be living in downstairs S&amp;E for the next 10 days ,0,
Glad that many people used Target's Facebook app to steer donations. Sad National Parks &amp; Kids In Need received the least votes tho  #fb,1,facebook
bye bye blackberry rip ,0,
N Walmart N this long Azz line...  Ready 2 get home &amp; relax,1,walmart
@vonIrrwegen I'm so jealous of you! I'd love to spend a year touring Europe. Why didn't I do that when I was young? ,0,
@professorgreen I know. Right person for Bruno to target though in terms of his type of humour. But I do feel sorry for Eminem ,1,target
Im so sick of cancer taking away people that I love. I refuse to loose three people in less than a year. ,0,
"it's hotter than hades today!! i drove from my house to target in liberty, and my left arm is now darker than my right one!! lame.com ",1,target
cant wait for these exams to be over! honestly they are taking over my life ,0,
damn apple for teasing that itunes now supports iphone software ver 3.0 ,1,apple
#ashestoashes NOOOOO! Not Chris! OMG - I was almost crying with Shaz ,0,
"@GillyLiz @Szenn7 I know on tweetdeck there is an option to have your updates on facebook but that's all I know, sorry ",1,facebook
FINALLY getting my unemployment stuff straight.. Only took two months ,0,
Grrr... I hate Facebook sometimes... ran across someone's pics and a couple had my ex in them. ,1,facebook
r.i.p air france pax ,0,
http://twitpic.com/6fa7g - Wasted trip to the Apple store.. The kiss up sign's not really helping ,1,apple
In Ventura for a deposition. It'd be better if the weather was nicer - pretty close to the beach. Heading to Bakersfield on Thursday. ,0,
I have to say Google is the lowest. How the hell am I supposed to decode this? http://tinyurl.com/l9rwjx I need to retrieve my password ,1,google
